Date,Symbol,Open,High,Low,Close,Volume
2025-11-14,ADROITINFO,11.2,11.28,11.0,11.06,26715.0
2025-11-13,ADSL,173.0,173.37,169.88,170.45,125962.0
2025-11-14,ADSL,170.0,172.45,168.51,170.44,80440.0
2025-11-13,ADVANIHOTR,55.72,57.39,55.55,56.5,35590.0
2025-11-14,ADVANIHOTR,57.39,57.39,55.86,56.35,24280.0
2025-11-13,ADVENZYMES,337.0,353.3,336.9,341.35,1333212.0
2025-11-14,ADVENZYMES,334.3,341.9,328.25,329.8,348412.0
2025-11-13,AEGISLOG,803.8,807.95,788.5,801.8,710531.0
2025-11-14,AEGISLOG,802.85,806.6,785.95,791.95,436153.0
2025-11-13,AEGISVOPAK,271.0,274.0,266.8,272.6,226528.0
2025-11-14,AEGISVOPAK,271.0,272.8,266.85,270.85,271751.0
2025-11-13,AEROENTER,89.95,92.5,86.68,90.32,412174.0
2025-11-14,AEROENTER,92.0,94.1,87.0,87.77,220506.0
2025-11-13,AEROFLEX,184.1,188.0,183.0,184.59,307023.0
2025-11-14,AEROFLEX,184.59,189.72,183.82,188.34,497183.0
2025-11-13,AERONEU,80.37,83.7,74.11,77.21,49750.0
2025-11-14,AERONEU,78.13,79.79,77.24,78.19,20189.0
2025-11-13,AETHER,743.65,801.95,739.05,773.3,2243102.0
2025-11-14,AETHER,780.9,868.0,775.5,838.9,4303052.0
2025-11-13,AFCONS,412.55,417.75,408.25,415.05,1892643.0
2025-11-14,AFCONS,414.0,414.0,405.15,407.65,845876.0
2025-11-13,AFFLE,1785.8,1785.8,1728.0,1733.7,147125.0
2025-11-14,AFFLE,1724.9,1740.0,1717.7,1723.9,115357.0
2025-11-13,AFFORDABLE,236.0,236.4,230.65,232.1,32489.0
2025-11-14,AFFORDABLE,232.0,233.1,228.0,230.6,23374.0
2025-11-13,AFIL,7.5,7.61,7.4,7.46,937657.0
2025-11-14,AFIL,7.59,7.73,7.3,7.33,1704548.0
2025-11-13,AFSL,216.74,220.52,211.01,215.43,22950.0
2025-11-14,AFSL,217.95,218.04,213.0,215.39,13942.0
2025-11-13,AGARIND,844.55,852.8,822.5,830.6,21884.0
2025-11-14,AGARIND,820.0,822.3,810.0,814.05,17164.0
2025-11-13,AGARWALEYE,511.1,529.7,510.4,524.6,252404.0
2025-11-14,AGARWALEYE,522.0,528.8,521.5,523.5,96668.0
2025-11-13,AGI,796.6,796.6,779.0,781.05,53102.0
2025-11-14,AGI,781.05,792.0,779.5,786.85,34703.0
2025-11-13,AGIIL,262.0,263.8,254.1,255.4,129921.0
2025-11-14,AGIIL,258.9,267.35,254.0,256.15,143996.0
2025-11-13,AGRITECH,126.28,129.99,126.28,127.92,3280.0
2025-11-14,AGRITECH,130.0,130.0,128.0,128.0,3020.0
2025-11-13,AGROPHOS,43.96,43.96,42.2,42.75,24020.0
2025-11-14,AGROPHOS,42.75,44.4,42.0,42.75,57705.0
2025-11-13,AHLADA,57.79,57.79,56.2,56.64,6906.0
2025-11-14,AHLADA,57.89,57.89,55.0,55.32,18784.0
2025-11-13,AHLEAST,142.66,144.0,139.9,140.75,87603.0
2025-11-14,AHLEAST,141.94,142.0,139.16,141.67,3160.0
2025-11-13,AHLUCONT,883.9,890.3,876.8,881.7,19750.0
2025-11-14,AHLUCONT,893.55,893.55,873.7,882.9,17442.0
2025-11-13,AIAENG,3580.0,3719.4,3580.0,3709.0,156417.0
2025-11-14,AIAENG,3709.2,3740.3,3665.5,3693.0,65806.0
2025-11-13,AIIL,2800.0,2879.0,2800.0,2854.1,52897.0
2025-11-14,AIIL,2820.0,2845.0,2770.0,2774.4,34835.0
2025-11-13,AIRAN,22.31,22.4,22.0,22.09,90403.0
2025-11-14,AIRAN,22.51,22.9,21.71,22.33,132768.0
2025-11-13,AIROLAM,107.93,109.68,105.0,106.43,4644.0
2025-11-14,AIROLAM,108.9,108.9,103.12,105.72,7306.0
2025-11-13,AJANTPHARM,2548.0,2572.0,2540.3,2549.0,64682.0
2025-11-14,AJANTPHARM,2540.0,2543.1,2494.9,2523.2,136610.0
2025-11-13,AJAXENGG,578.6,579.95,567.85,574.8,93181.0
2025-11-14,AJAXENGG,581.95,632.1,570.75,626.1,421183.0
2025-11-13,AJMERA,992.2,1006.5,982.0,987.7,20135.0
2025-11-14,AJMERA,990.0,996.3,981.0,985.3,20690.0
2025-11-13,AJOONI,4.96,5.26,4.96,5.1,832180.0
2025-11-14,AJOONI,5.22,5.25,5.13,5.15,203744.0
2025-11-13,AKASH,27.75,27.99,27.22,27.64,8857.0
2025-11-14,AKASH,27.96,27.96,26.55,26.99,3133.0
2025-11-13,AKG,12.69,12.72,12.45,12.51,121974.0
2025-11-14,AKG,12.45,12.69,12.45,12.65,111350.0
2025-11-13,AKI,8.18,8.18,7.85,7.97,35651.0
2025-11-14,AKI,7.97,8.09,7.81,8.0,18093.0
2025-11-13,AKSHARCHEM,250.0,251.1,245.0,247.75,5034.0
2025-11-14,AKSHARCHEM,250.0,265.5,249.0,263.4,12315.0
2025-11-13,AKSHOPTFBR,7.35,7.4,7.0,7.14,356655.0
2025-11-14,AKSHOPTFBR,7.28,7.35,7.1,7.23,205450.0
2025-11-13,AKUMS,451.5,454.9,435.1,437.4,178299.0
2025-11-14,AKUMS,430.0,432.0,415.05,424.3,804605.0
2025-11-13,AKZOINDIA,3335.0,3355.0,3306.4,3350.1,16668.0
2025-11-14,AKZOINDIA,3324.0,3363.4,3315.5,3359.3,12384.0
2025-11-13,ALANKIT,12.0,12.02,11.61,11.79,225972.0
2025-11-14,ALANKIT,11.79,11.81,11.5,11.54,191267.0
2025-11-13,ALBERTDAVD,869.9,869.9,822.15,825.15,12174.0
2025-11-14,ALBERTDAVD,829.7,835.0,805.5,813.65,3265.0
2025-11-13,ALEMBICLTD,100.0,103.0,100.0,100.95,529902.0
2025-11-14,ALEMBICLTD,100.6,101.55,100.11,101.34,245537.0
2025-11-13,ALICON,888.95,903.8,872.0,880.4,6031.0
2025-11-14,ALICON,872.4,888.4,868.15,879.6,10568.0
2025-11-13,ALIVUS,909.45,915.2,902.0,903.8,58478.0
2025-11-14,ALIVUS,902.1,919.6,902.1,904.7,37110.0
2025-11-13,ALKALI,86.11,89.67,86.11,87.73,8576.0
2025-11-14,ALKALI,88.6,88.6,85.0,85.84,7933.0
2025-11-13,ALKEM,5794.0,5868.0,5679.0,5725.5,477859.0
2025-11-14,ALKEM,5800.5,5808.5,5607.5,5722.5,383633.0
2025-11-13,ALKYLAMINE,1790.9,1806.4,1769.9,1778.8,13550.0
2025-11-14,ALKYLAMINE,1780.0,1781.0,1759.0,1775.6,15925.0
2025-11-13,ALLDIGI,905.2,905.2,890.0,895.1,1813.0
2025-11-14,ALLDIGI,900.0,901.0,868.0,869.8,9304.0
2025-11-13,ALLTIME,280.9,281.4,274.05,275.3,112533.0
2025-11-14,ALLTIME,274.5,299.4,273.35,295.75,419840.0
2025-11-13,ALMONDZ,18.28,18.28,17.75,17.88,49550.0
2025-11-14,ALMONDZ,17.63,18.28,17.51,17.99,54698.0
2025-11-13,ALOKINDS,17.2,17.47,17.14,17.26,3257207.0
2025-11-14,ALOKINDS,17.24,17.37,17.2,17.31,2453515.0
2025-11-13,ALPA,85.15,86.91,85.0,85.32,7405.0
2025-11-14,ALPA,86.49,87.25,85.2,85.92,8710.0
2025-11-13,ALPHAGEO,250.45,257.65,250.2,252.9,16460.0
2025-11-14,ALPHAGEO,253.35,254.7,238.0,246.55,28248.0
2025-11-13,ALPSINDUS,2.02,2.07,1.97,1.99,50440.0
2025-11-14,ALPSINDUS,2.07,2.07,1.98,2.02,51235.0
2025-11-13,AMBER,7190.5,7215.0,7090.5,7122.0,130365.0
2025-11-14,AMBER,7110.0,7400.0,7099.0,7376.0,388059.0
2025-11-13,AMBICAAGAR,26.25,26.25,25.5,25.94,9696.0
2025-11-14,AMBICAAGAR,26.19,26.57,25.01,25.8,16660.0
2025-11-13,AMBIKCO,1340.0,1340.0,1301.5,1305.4,7804.0
2025-11-14,AMBIKCO,1310.0,1313.0,1300.0,1309.5,5113.0
2025-11-13,AMBUJACEM,564.5,566.2,558.5,559.35,685786.0
2025-11-14,AMBUJACEM,562.5,564.8,558.7,563.2,1082167.0
2025-11-13,AMDIND,60.3,60.37,56.05,56.89,37491.0
2025-11-14,AMDIND,56.89,57.24,55.2,55.56,37175.0
2025-11-13,AMJLAND,55.17,55.17,53.64,53.67,8926.0
2025-11-14,AMJLAND,54.65,54.65,52.5,53.3,25097.0
2025-11-13,AMNPLST,205.9,211.04,200.5,204.5,7860.0
2025-11-14,AMNPLST,200.0,202.0,196.25,197.27,14141.0
2025-11-13,AMRUTANJAN,713.7,724.0,710.05,711.95,8617.0
2025-11-14,AMRUTANJAN,717.0,730.0,706.05,719.85,10002.0
2025-11-13,ANANDRATHI,3088.1,3095.9,3025.0,3073.8,149866.0
2025-11-14,ANANDRATHI,3050.0,3084.0,3010.0,3022.3,96541.0
2025-11-13,ANANTRAJ,620.0,624.4,611.25,615.4,1346526.0
2025-11-14,ANANTRAJ,613.85,626.65,611.3,616.1,1504973.0
2025-11-13,ANDHRAPAP,71.95,72.1,71.2,71.51,58715.0
2025-11-14,ANDHRAPAP,71.7,71.71,70.0,70.31,86484.0
2025-11-13,ANDHRSUGAR,82.0,82.72,81.1,81.37,122803.0
2025-11-14,ANDHRSUGAR,81.0,81.74,80.55,80.87,89116.0
2025-11-13,ANGELONE,2680.0,2768.3,2666.4,2713.5,1167192.0
2025-11-14,ANGELONE,2713.5,2757.0,2710.7,2745.3,536041.0
2025-11-13,ANIKINDS,73.73,76.8,73.73,76.24,6984.0
2025-11-14,ANIKINDS,76.01,77.3,72.1,73.14,20128.0
2025-11-13,ANMOL,15.89,16.25,15.61,16.04,48180.0
2025-11-14,ANMOL,15.94,15.94,15.25,15.52,42894.0
2025-11-13,ANTGRAPHIC,1.04,1.05,1.02,1.03,152783.0
2025-11-14,ANTGRAPHIC,1.03,1.04,1.01,1.02,64662.0
2025-11-13,ANTHEM,690.0,715.5,685.5,698.4,562594.0
2025-11-14,ANTHEM,697.0,697.2,677.0,678.9,332568.0
2025-11-13,ANUHPHR,82.14,83.46,81.5,82.25,35923.0
2025-11-14,ANUHPHR,81.53,82.48,80.75,81.25,30587.0
2025-11-13,ANUP,2405.1,2465.0,2405.1,2447.3,25082.0
2025-11-14,ANUP,2479.9,2479.9,2410.0,2449.9,10828.0
2025-11-13,ANURAS,1067.1,1077.2,1064.0,1074.1,187120.0
2025-11-14,ANURAS,1075.9,1079.8,1059.1,1073.2,161396.0
2025-11-13,APARINDS,9010.0,9043.5,8783.5,8874.5,71965.0
2025-11-14,APARINDS,8880.0,9109.0,8830.0,9071.0,76575.0
2025-11-13,APCL,123.7,126.5,120.76,124.9,4446.0
2025-11-14,APCL,124.0,127.0,121.55,125.79,2857.0
2025-11-13,APCOTEXIND,405.6,410.0,401.4,404.7,33586.0
2025-11-14,APCOTEXIND,401.0,404.55,395.0,399.85,11649.0
2025-11-13,APEX,268.25,294.84,262.2,286.16,1536017.0
2025-11-14,APEX,287.12,293.45,283.84,289.46,320930.0
2025-11-13,APLAPOLLO,1798.4,1802.5,1760.8,1765.4,528818.0
2025-11-14,APLAPOLLO,1769.0,1777.8,1737.0,1763.3,273177.0
2025-11-13,APLLTD,916.65,930.0,911.0,915.95,68194.0
2025-11-14,APLLTD,915.95,919.95,899.0,904.05,34265.0
2025-11-13,APOLLO,281.7,285.65,276.1,279.45,3275975.0
2025-11-14,APOLLO,278.5,288.6,278.05,283.5,3371665.0
2025-11-13,APOLLOHOSP,7480.0,7509.0,7425.0,7440.5,448567.0
2025-11-14,APOLLOHOSP,7440.0,7467.0,7375.0,7420.5,218565.0
2025-11-13,APOLLOPIPE,300.7,303.4,297.0,298.1,69049.0
2025-11-14,APOLLOPIPE,298.05,303.75,296.0,301.85,106171.0
2025-11-13,APOLLOTYRE,533.45,539.25,532.35,536.9,769551.0
2025-11-14,APOLLOTYRE,534.0,540.5,516.6,518.7,1305213.0
2025-11-13,APOLSINHOT,1302.3,1370.0,1302.3,1350.7,3428.0
2025-11-14,APOLSINHOT,1350.7,1351.0,1320.1,1321.3,871.0
2025-11-13,APTECHT,105.1,114.0,102.8,103.7,705362.0
2025-11-14,APTECHT,104.23,105.45,104.23,105.01,75092.0
2025-11-13,APTUS,285.45,289.35,282.6,287.25,1107595.0
2025-11-14,APTUS,287.25,292.75,284.0,290.35,1198837.0
2025-11-13,ARCHIDPLY,100.86,100.86,96.0,96.93,26450.0
2025-11-14,ARCHIDPLY,96.5,97.96,96.07,96.86,6052.0
2025-11-13,ARCHIES,19.98,19.99,19.21,19.8,17411.0
2025-11-14,ARCHIES,19.54,20.0,19.54,19.93,5952.0
2025-11-13,ARE&M,965.0,974.0,962.7,966.9,303294.0
2025-11-14,ARE&M,966.9,971.9,961.2,965.8,290493.0
2025-11-13,ARENTERP,48.0,48.0,45.0,46.86,199.0
2025-11-14,ARENTERP,44.49,46.78,44.49,45.0,2325.0
2025-11-13,ARIES,376.15,381.65,355.75,362.45,53883.0
2025-11-14,ARIES,375.4,387.4,369.7,377.75,108560.0
2025-11-13,ARIHANTCAP,98.49,105.2,97.94,103.09,2566039.0
2025-11-14,ARIHANTCAP,103.09,103.15,100.1,100.33,494832.0
2025-11-13,ARIHANTSUP,375.1,390.35,375.1,384.8,59057.0
2025-11-14,ARIHANTSUP,389.0,389.0,375.4,376.4,27646.0
2025-11-13,ARISINFRA,155.55,155.55,151.13,151.8,400527.0
2025-11-14,ARISINFRA,151.8,156.8,150.02,154.04,843772.0
2025-11-13,ARKADE,167.2,167.35,163.5,164.15,286631.0
2025-11-14,ARKADE,162.75,168.0,162.75,167.41,547947.0
2025-11-13,ARMANFIN,1629.4,1649.8,1612.0,1625.9,10197.0
2025-11-14,ARMANFIN,1620.9,1762.0,1620.8,1729.5,175803.0
2025-11-13,AROGRANITE,33.89,34.19,32.25,32.97,31083.0
2025-11-14,AROGRANITE,32.75,34.0,32.5,33.09,48791.0
2025-11-13,ARROWGREEN,572.85,574.75,555.5,559.45,23307.0
2025-11-14,ARROWGREEN,545.2,588.7,545.2,561.65,104169.0
2025-11-13,ARTEMISMED,270.15,278.4,267.8,272.44,302792.0
2025-11-14,ARTEMISMED,268.36,272.97,267.1,268.89,172963.0
2025-11-13,ARTNIRMAN,51.78,53.29,51.78,52.81,3670.0
2025-11-14,ARTNIRMAN,54.85,54.85,51.72,53.4,1800.0
2025-11-13,ARVEE,165.0,173.0,165.0,168.68,649.0
2025-11-14,ARVEE,168.68,171.0,161.05,163.45,344.0
2025-11-13,ARVIND,333.2,349.9,331.1,344.2,972054.0
2025-11-14,ARVIND,344.0,347.4,335.0,336.4,317680.0
2025-11-13,ARVINDFASN,503.9,508.25,497.2,498.65,97737.0
2025-11-14,ARVINDFASN,500.0,505.0,496.25,500.55,85612.0
2025-11-13,ARVSMART,610.5,611.0,604.3,608.3,16092.0
2025-11-14,ARVSMART,614.9,614.9,604.8,607.4,11392.0
2025-11-13,ASAHIINDIA,970.0,985.6,961.3,971.15,143184.0
2025-11-14,ASAHIINDIA,965.0,974.0,965.0,969.35,83068.0
2025-11-13,ASAHISONG,262.75,262.75,256.2,260.25,9791.0
2025-11-14,ASAHISONG,263.0,265.95,261.1,264.65,4973.0
2025-11-13,ASAL,537.85,537.85,523.0,527.2,15184.0
2025-11-14,ASAL,520.1,545.0,520.1,531.85,71921.0
2025-11-13,ASALCBR,1000.0,1027.2,995.0,1015.2,82520.0
2025-11-14,ASALCBR,1010.0,1019.3,975.0,981.4,145164.0
2025-11-13,ASHAPURMIN,661.95,665.0,635.1,638.25,444602.0
2025-11-14,ASHAPURMIN,677.25,724.8,666.0,689.9,5919921.0
2025-11-13,ASHIANA,305.0,313.95,287.0,289.8,268499.0
2025-11-14,ASHIANA,289.8,295.95,287.95,295.5,51354.0
2025-11-13,ASHIMASYN,20.22,21.0,19.5,19.71,146503.0
2025-11-14,ASHIMASYN,19.8,20.49,19.56,19.97,79850.0
2025-11-13,ASHOKA,201.11,203.79,197.8,200.11,780479.0
2025-11-14,ASHOKA,197.8,202.3,197.76,198.8,751063.0
2025-11-13,ASHOKAMET,16.83,17.05,16.65,16.96,21645.0
2025-11-14,ASHOKAMET,16.71,16.94,16.55,16.57,10259.0
2025-11-13,ASHOKLEY,144.86,151.46,143.63,150.41,53618730.0
2025-11-14,ASHOKLEY,150.0,152.94,147.46,148.26,20695998.0
2025-11-13,ASIANENE,336.65,336.65,327.05,328.05,35671.0
2025-11-14,ASIANENE,325.0,336.15,325.0,329.05,67437.0
2025-11-13,ASIANHOTNR,332.8,332.8,315.05,316.25,1821.0
2025-11-14,ASIANHOTNR,323.45,324.95,317.55,321.05,2218.0
2025-11-13,ASIANPAINT,2858.9,2897.1,2840.0,2879.4,5933630.0
2025-11-14,ASIANPAINT,2865.1,2909.9,2862.0,2906.4,2494076.0
2025-11-13,ASIANTILES,69.2,70.85,66.35,67.07,3735537.0
2025-11-14,ASIANTILES,67.01,68.75,66.12,68.16,1838608.0
2025-11-13,ASKAUTOLTD,453.0,465.4,453.0,459.45,160642.0
2025-11-14,ASKAUTOLTD,458.0,471.0,453.65,468.15,168262.0
2025-11-13,ASPINWALL,256.35,259.75,251.5,252.45,713.0
2025-11-14,ASPINWALL,250.0,254.5,250.0,252.1,1173.0
2025-11-13,ASTEC,620.0,635.0,612.85,628.45,35371.0
2025-11-14,ASTEC,630.0,655.0,628.55,631.85,32723.0
2025-11-13,ASTERDM,683.25,683.25,671.35,673.15,296028.0
2025-11-14,ASTERDM,670.0,680.55,666.65,678.1,163972.0
2025-11-13,ASTRAL,1592.8,1593.5,1545.7,1550.6,970265.0
2025-11-14,ASTRAL,1548.0,1554.0,1507.5,1514.0,657446.0
2025-11-13,ASTRAMICRO,1046.2,1055.0,1007.3,1015.4,403657.0
2025-11-14,ASTRAMICRO,1003.5,1017.1,995.1,999.3,330558.0
2025-11-13,ASTRAZEN,9330.0,9390.0,9142.5,9183.0,7514.0
2025-11-14,ASTRAZEN,9170.0,9241.5,9126.0,9153.0,2861.0
2025-11-13,ASTRON,8.59,8.99,8.16,8.2,158943.0
2025-11-14,ASTRON,8.19,8.29,7.82,7.91,134257.0
2025-11-13,ATALREAL,24.74,25.34,23.76,24.9,4603981.0
2025-11-14,ATALREAL,25.1,25.13,24.37,24.68,5260226.0
2025-11-13,ATAM,90.6,93.9,90.59,93.28,18807.0
2025-11-14,ATAM,93.28,94.5,87.56,88.79,49330.0
2025-11-13,ATGL,622.0,628.5,617.6,619.3,539936.0
2025-11-14,ATGL,623.9,634.9,621.6,625.15,931132.0
2025-11-13,ATHERENERG,643.05,659.9,619.05,639.15,7172037.0
2025-11-14,ATHERENERG,641.45,662.0,623.2,649.6,5464288.0
2025-11-13,ATL,32.82,35.07,32.07,34.55,1603102.0
2025-11-14,ATL,32.0,33.39,31.25,31.49,1509089.0
2025-11-13,ATLASCYCLE,110.89,110.89,105.0,105.77,3873.0
2025-11-14,ATLASCYCLE,109.77,109.77,101.0,102.76,5956.0
2025-11-13,ATUL,5880.0,5940.0,5840.5,5886.0,16104.0
2025-11-14,ATUL,5920.0,5952.0,5860.5,5916.5,16574.0
2025-11-13,ATULAUTO,479.15,484.8,470.0,472.05,135657.0
2025-11-14,ATULAUTO,472.05,474.75,464.1,466.25,75027.0
2025-11-13,AUBANK,881.5,891.85,878.8,886.7,1162548.0
2025-11-14,AUBANK,886.0,894.55,882.5,890.6,1668762.0
2025-11-13,AURIONPRO,1120.8,1133.9,1094.0,1098.0,154549.0
2025-11-14,AURIONPRO,1090.0,1113.6,1085.0,1091.9,170232.0
2025-11-13,AUROPHARMA,1191.0,1222.9,1185.6,1210.2,2637535.0
2025-11-14,AUROPHARMA,1210.2,1231.9,1202.9,1222.5,2055973.0
2025-11-13,AURUM,167.5,170.25,165.92,167.52,44609.0
2025-11-14,AURUM,165.6,168.59,165.6,167.27,11993.0
2025-11-13,AUSOMENT,103.89,103.89,99.3,100.11,4079.0
2025-11-14,AUSOMENT,98.8,105.8,97.15,100.5,58659.0
2025-11-13,AUTOAXLES,1672.0,1685.0,1649.7,1656.7,2920.0
2025-11-14,AUTOAXLES,1656.7,1670.0,1651.2,1664.0,1216.0
2025-11-13,AUTOIND,67.9,67.9,65.5,66.34,93217.0
2025-11-14,AUTOIND,66.35,69.8,66.34,69.25,121480.0
2025-11-13,AVADHSUGAR,380.0,383.7,377.45,379.3,27782.0
2025-11-14,AVADHSUGAR,380.4,382.25,377.0,381.3,27125.0
2025-11-13,AVALON,1053.8,1059.7,1035.0,1037.2,86528.0
2025-11-14,AVALON,1030.0,1070.2,1027.6,1046.7,143346.0
2025-11-13,AVANTEL,164.9,166.32,161.73,162.29,815112.0
2025-11-14,AVANTEL,162.29,167.19,162.13,164.07,1079422.0
2025-11-13,AVANTIFEED,731.5,753.0,726.6,740.85,587063.0
2025-11-14,AVANTIFEED,739.1,755.9,731.45,752.05,317634.0
2025-11-13,AVG,217.97,217.97,205.0,206.9,17130.0
2025-11-14,AVG,200.0,209.97,200.0,207.72,19730.0
2025-11-13,AVL,530.0,545.0,518.3,536.9,291486.0
2025-11-14,AVL,536.9,547.7,527.8,530.3,163267.0
